tconst,primary_title,start_year,genres,runtime_minutes,directors,writers,averagerating,numvotes
tt2436682,The Duel,2016,"Drama,Western",110.0,nm0201061,nm3208946,5.8,8335
tt2443822,The Boy,2015,"Drama,Horror,Thriller",105.0,nm1646022,"nm1646022,nm1626455",5.4,4251
tt2446042,Taken 3,2014,"Action,Thriller",108.0,nm0576298,"nm0000108,nm0436543",6.0,165072
tt2446980,Joy,2015,Drama,124.0,nm0751102,"nm0751102,nm1754239",6.6,118086
tt2452042,The Peanuts Movie,2015,"Adventure,Animation,Comedy",88.0,nm0553942,"nm0776441,nm2421049,nm2370700,nm0776433",7.1,39149
tt2452200,Son of a Gun,2014,"Action,Crime,Drama",108.0,nm1170339,"nm1170339,nm0171722",6.5,24236
tt2452254,Clouds of Sils Maria,2014,Drama,124.0,nm0000801,nm0000801,6.7,24671
tt2452386,The Fundamentals of Caring,2016,"Comedy,Drama",97.0,nm0122427,"nm0122427,nm5325195",7.3,48651
tt2458776,Bears,2014,Documentary,78.0,"nm0288144,nm7920865,nm0774582","nm0288144,nm7920865,nm0962596",7.4,5948
tt2459156,Copenhagen,2014,"Adventure,Drama,Romance",98.0,nm1764816,nm1764816,7.2,11429
tt2461132,Happy New Year,2014,"Action,Comedy,Music",180.0,nm0007134,"nm4904771,nm0007134,nm1190754",5.1,31583
tt2461150,Masterminds,2016,"Action,Biography,Comedy",95.0,nm0381478,"nm0101302,nm1376062,nm0819225",5.8,45062
tt2461520,Man Down,2015,"Drama,Thriller",90.0,nm1996918,"nm2625832,nm1996918",5.9,8254
tt2463288,Walk of Shame,2014,Comedy,95.0,nm0109359,nm0109359,6.0,48134
tt2465140,The Single Moms Club,2014,"Comedy,Drama",111.0,nm1347153,nm1347153,5.3,5342
tt2465146,And So It Goes,2014,"Comedy,Drama,Romance",94.0,nm0001661,nm0029125,5.8,11597
tt2467046,Left Behind,2014,"Action,Drama,Fantasy",110.0,nm0002184,"nm0420874,nm0481542,nm0482510,nm1146036",3.1,33515
tt2473510,Paranormal Activity: The Ghost Dimension,2015,"Horror,Mystery,Thriller",88.0,nm0687427,"nm3091255,nm2065670,nm0733263,nm1134130,nm3500903,nm2305431",4.6,22361
tt2473602,Get on Up,2014,"Biography,Drama,Music",139.0,nm0853238,"nm0125336,nm3890871,nm0047076",6.9,19024
tt2473682,Paranormal Activity: The Marked Ones,2014,"Horror,Mystery,Thriller",84.0,nm0484907,"nm0484907,nm2305431",5.0,37147
tt2473794,Mr. Turner,2014,"Biography,Drama,History",150.0,nm0005139,nm0005139,6.8,22661
tt2474024,The Last Five Years,2014,"Comedy,Drama,Musical",94.0,nm0481418,"nm2212346,nm0481418",5.9,8735
tt2474958,Kill Your Friends,2015,"Comedy,Crime,Music",103.0,nm2787176,nm3480267,6.0,8180
tt2474972,Alien Outpost,2014,"Action,Sci-Fi,Thriller",90.0,nm2085752,"nm1910988,nm2085752",4.8,5908
tt2474976,The Hallow,2015,Horror,97.0,nm2379028,"nm2379028,nm2094135,nm1079798",5.7,13848
tt2479478,The Ridiculous 6,2015,"Comedy,Western",119.0,nm0178997,"nm0379056,nm0001191",4.8,38694
tt2481480,Rob the Mob,2014,"Crime,Drama",104.0,nm0208343,nm0272989,6.3,10163
tt2481496,Mercy,2014,"Horror,Thriller",79.0,nm1433996,"nm0000175,nm0338557",5.0,4536
tt2486678,5 to 7,2014,"Comedy,Drama,Romance",95.0,nm0505741,nm0505741,7.1,16605
tt2488496,Star Wars: Episode VII - The Force Awakens,2015,"Action,Adventure,Fantasy",136.0,nm0009190,"nm0001410,nm0009190,nm1578335,nm0000184",8.0,784780
tt2488778,The Keeping Room,2014,"Drama,Western",95.0,nm2905562,nm1257352,6.0,5690
tt2490326,Cooties,2014,"Action,Comedy,Horror",88.0,"nm5732579,nm5722382","nm1191481,nm0107302,nm1892220",5.7,20659
tt2493486,Last Knights,2015,"Action,Adventure,Drama",115.0,nm1589546,"nm0465480,nm5352443",6.2,35943
tt2494280,Stretch,2014,"Comedy,Crime",94.0,nm0138620,"nm0138620,nm0179971,nm3911112",6.5,27302
tt2494362,Bone Tomahawk,2015,"Adventure,Drama,Horror",132.0,nm0951975,nm0951975,7.1,70298
tt2503944,Burnt,2015,"Comedy,Drama",101.0,nm0920274,"nm1140275,nm0435701",6.6,95988
tt2505294,Ask Me Anything,2014,Drama,100.0,nm0122335,nm0122335,6.1,10680
tt2509850,The Rewrite,2014,"Comedy,Romance",107.0,nm0492909,nm0492909,6.2,16581
tt2510028,Frontera,2014,"Drama,Thriller,Western",103.0,nm1893464,"nm1893464,nm0609728",6.6,6861
tt2510434,Alien Abduction,2014,"Horror,Sci-Fi,Thriller",85.0,nm2552646,nm5362533,4.9,7409
tt2510894,Hotel Transylvania 2,2015,"Animation,Comedy,Family",89.0,nm0850733,"nm0806912,nm0001191,nm0244110",6.7,92905
tt2513074,Billy Lynn's Long Halftime Walk,2016,"Action,Drama,Thriller",113.0,nm0000487,"nm1697731,nm0144785",6.3,19069
tt2515030,Escobar: Paradise Lost,2014,"Crime,Drama,History",120.0,nm0224331,"nm0224331,nm0545690",6.5,19419
tt2515034,The Gunman,2015,"Action,Crime,Drama",115.0,nm0603628,"nm0541389,nm0534207,nm0871428,nm0000576",5.8,36053
tt2517658,The Canal,2014,"Horror,Mystery,Thriller",92.0,nm2830839,nm2830839,5.9,12190
tt2523832,A Girl Like Her,2015,Drama,91.0,nm3672532,nm3672532,7.1,6369
tt2527336,Star Wars: The Last Jedi,2017,"Action,Adventure,Fantasy",152.0,nm0426059,"nm0426059,nm0000184",7.1,462903
tt2528814,God's Not Dead,2014,Drama,113.0,nm1880561,"nm1010373,nm0465484,nm0813301",4.8,38051
tt2531318,The Beatles: Eight Days a Week - The Touring Years,2016,"Documentary,Music",106.0,nm0000165,"nm0598531,nm1557894",7.8,9666
tt2531344,Blockers,2018,Comedy,102.0,nm0134224,"nm1383738,nm1383078",6.2,57142
tt2534634,The Fencer,2015,"Biography,Drama,History",99.0,nm0405605,nm5376646,7.2,4063
tt2535470,Wyrmwood: Road of the Dead,2014,"Action,Comedy,Horror",98.0,nm3737504,"nm3737504,nm3736623",6.2,14673
tt2543164,Arrival,2016,"Drama,Mystery,Sci-Fi",116.0,nm0898288,"nm2104063,nm5384213",7.9,515483
tt2543472,Wonder,2017,"Drama,Family",113.0,nm0154716,"nm0154716,nm0175726,nm2113666,nm5383459",8.0,111632
tt2544766,Admiral,2015,"Action,Adventure,Biography",151.0,nm0004152,"nm0095442,nm0886898",7.0,7978
tt2545428,Meru,2015,"Action,Adventure,Documentary",90.0,"nm3011011,nm1888091",,7.7,12603
tt2547584,The Light Between Oceans,2016,"Drama,Romance",133.0,nm0161834,"nm0161834,nm5390305",7.2,46247
tt2548208,Poker Night,2014,"Crime,Mystery,Thriller",104.0,nm1378747,"nm4038714,nm1378747",6.3,7358
tt2548396,The Cloverfield Paradox,2018,"Drama,Horror,Mystery",102.0,nm1564809,"nm3349927,nm1136647",5.6,83179
tt2551396,Come Back to Me,2014,"Fantasy,Horror,Mystery",90.0,nm0508025,"nm0508025,nm5678908",5.9,4654
tt2552394,Barney Thomson,2015,"Comedy,Crime",96.0,nm0001015,"nm8126580,nm0184617,nm0973497",6.3,4632
tt2554274,Crimson Peak,2015,"Drama,Fantasy,Horror",119.0,nm0868219,"nm0868219,nm0730422",6.5,119287
tt2555736,The Second Best Exotic Marigold Hotel,2015,"Comedy,Drama",122.0,nm0006960,"nm0662530,nm0006960",6.6,28931
tt2556308,Holiday,2014,"Action,Thriller",160.0,nm1436693,nm1436693,7.4,23132
tt2556874,Plastic,2014,"Action,Comedy,Crime",102.0,nm1402202,"nm4847480,nm1204790,nm1402202,nm1402203",6.0,7234
tt2557276,Against the Sun,2014,"Adventure,Biography,Drama",100.0,nm1803137,"nm1803137,nm5405965",6.5,4793
tt2557478,Pacific Rim: Uprising,2018,"Action,Adventure,Sci-Fi",111.0,nm0215299,"nm0215299,nm3045440,nm2575780,nm2385905,nm2012438",5.6,89462
tt2557490,A Million Ways to Die in the West,2014,"Comedy,Western",116.0,nm0532235,"nm0532235,nm1273148,nm1273397",6.1,160534
tt2560102,Lilting,2014,"Drama,Romance",83.0,nm0393234,nm0393234,7.2,5352
tt2560792,Skybound,2017,"Action,Thriller",82.0,nm5418054,nm5418054,5.8,3923
tt2561546,The Town That Dreaded Sundown,2014,"Horror,Mystery,Thriller",86.0,nm0004234,"nm2630745,nm0808073",5.6,12510
tt2561572,Get Hard,2015,"Comedy,Crime",100.0,nm1000113,"nm1007602,nm0731168,nm1000113,nm0570912",6.0,111187
tt2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,"Comedy,Drama",119.0,nm0327944,"nm0327944,nm1481172,nm5409486,nm3174584,nm0142577",7.7,519417
tt2567026,Alice Through the Looking Glass,2016,"Adventure,Family,Fantasy",113.0,nm0090386,"nm0941314,nm0140902",6.2,79951
tt2568862,Going in Style,2017,"Comedy,Crime",96.0,nm0103785,"nm0577647,nm0134191",6.6,66418
tt2570858,The Duke of Burgundy,2014,"Drama,Mystery,Romance",104.0,nm3270827,nm3270827,6.6,10301
tt2574698,Gunday,2014,"Action,Drama,Romance",152.0,nm1804614,"nm1804614,nm1300956",2.2,56405
tt2577172,Girl House,2014,"Horror,Thriller",99.0,"nm1394062,nm2033655",nm0330482,5.5,7184
tt2580382,The Survivalist,2015,"Drama,Sci-Fi,Thriller",104.0,nm2850285,nm2850285,6.4,14235
tt2581244,Life After Beth,2014,"Comedy,Fantasy,Horror",89.0,nm1337885,nm1337885,5.6,17995
tt2582496,Me and Earl and the Dying Girl,2015,"Comedy,Drama,Romance",105.0,nm0004234,nm5428959,7.8,112627
tt2582498,Sweet Virginia,2017,"Drama,Thriller",93.0,nm5590177,"nm3121883,nm2988845",6.2,6033
tt2582500,Shut In,2016,"Drama,Mystery,Thriller",91.0,nm1879225,nm5429637,4.7,11030
tt2582502,Fathers & Daughters,2015,Drama,116.0,nm0610831,nm5428483,7.1,21164
tt2582576,Sand Castle,2017,"Drama,War",113.0,nm2036500,nm2532249,6.3,15114
tt2582782,Hell or High Water,2016,"Action,Crime,Drama",102.0,nm0533284,nm0792263,7.6,176469
tt2582784,Flower,2017,"Comedy,Drama",90.0,nm0935253,"nm1709225,nm0818485,nm0935253",6.0,5039
tt2582802,Whiplash,2014,"Drama,Music",106.0,nm3227090,nm3227090,8.5,616916
tt2582846,The Fault in Our Stars,2014,"Drama,Romance",126.0,nm1837748,"nm2354099,nm2352210,nm1981261",7.7,315135
tt2586118,The Ardennes,2015,Drama,96.0,nm3774632,"nm2334765,nm3774632",6.8,4175
tt2592614,Resident Evil: The Final Chapter,2016,"Action,Horror,Sci-Fi",107.0,nm0027271,nm0027271,5.6,74979
tt2597242,At the Devil's Door,2014,Horror,91.0,nm1130275,nm1130275,4.8,6536
tt2597768,Come and Find Me,2016,Thriller,112.0,nm0923738,nm0923738,5.7,6875
tt2597892,Viral,2016,"Drama,Horror,Sci-Fi",85.0,"nm1413364,nm1160962","nm3011547,nm0484907",5.5,7150
tt2611652,Virgin Mountain,2015,Drama,94.0,nm0477597,nm0477597,7.5,6514
tt2614684,'71,2014,"Action,Drama,Thriller",99.0,nm1312919,nm2954373,7.2,46103
tt2616810,Blind,2014,Drama,96.0,nm1258777,nm1258777,6.9,6548
tt2620590,Leatherface,2017,"Crime,Horror,Thriller",90.0,"nm2377660,nm2376614","nm0377066,nm0001361,nm3466037",5.0,16395
tt2624412,Boulevard,2014,Drama,88.0,nm1996918,nm0812113,5.8,7446
tt2625810,Into the Forest,2015,"Drama,Sci-Fi,Thriller",101.0,nm0005390,"nm0005390,nm5465949",5.9,16296
tt2626350,Step Up All In,2014,"Drama,Music,Romance",112.0,nm2586324,"nm0012137,nm4291727",6.0,30420
tt2631186,Baahubali: The Beginning,2015,"Action,Drama",159.0,nm1442514,"nm2353436,nm1442514,nm7448575,nm4488268,nm4157919,nm4191232",8.1,93243
tt2637276,Ted 2,2015,Comedy,115.0,nm0532235,"nm0532235,nm1273148,nm1273397",6.3,165843
tt2637294,Hot Tub Time Machine 2,2015,"Comedy,Mystery,Sci-Fi",93.0,nm0684336,"nm0372222,nm5236778",5.1,34444
tt2638144,Ben-Hur,2016,"Action,Adventure,Drama",123.0,nm0067457,"nm0908753,nm0164851,nm0725983",5.7,37975
tt2639254,A Little Chaos,2014,"Drama,Romance",112.0,nm0000614,"nm0110591,nm0214255,nm0000614",6.5,18290
tt2639336,Greta,2018,"Drama,Mystery,Thriller",98.0,nm0001403,"nm1242522,nm0001403",6.0,10196
tt2639344,Love Is Strange,2014,"Drama,Romance",94.0,nm0755158,"nm0755158,nm0951592",6.7,11471
tt2649554,Midnight Special,2016,"Action,Drama,Mystery",112.0,nm2158772,nm2158772,6.6,67921
tt2650978,The Dark Valley,2014,"Drama,Mystery,Western",115.0,nm0698283,"nm0024377,nm0698283,nm5552625",7.1,10637
tt2652092,The Good Lie,2014,"Biography,Drama",110.0,nm0265852,nm0619361,7.4,25232
tt2652118,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,"Action,Adventure,Drama",96.0,nm0950759,"nm0299301,nm0238893,nm0004214",6.1,15810
tt2660888,Star Trek Beyond,2016,"Action,Adventure,Sci-Fi",122.0,nm0510912,"nm0670408,nm1136647,nm0734472,nm0649460,nm4259881,nm4260438",7.1,209844
tt2667380,Kill Command,2016,"Action,Horror,Sci-Fi",99.0,nm2684095,nm2684095,5.7,11824
tt2667918,About Alex,2014,Drama,99.0,nm5393484,nm5393484,6.4,6686
tt2667960,Miss Julie,2014,"Drama,Romance",129.0,nm0880521,"nm0834529,nm0880521",5.5,4598
tt2669336,Time Lapse,2014,"Sci-Fi,Thriller",104.0,nm1783713,"nm1783713,nm1733130",6.5,37675
tt2671706,Fences,2016,Drama,139.0,nm0000243,nm0933025,7.2,86749
tt2674358,The Hunter's Prayer,2017,"Action,Crime,Drama",91.0,nm0609236,"nm0104335,nm0274905,nm6873597",5.5,6398
tt2674426,Me Before You,2016,"Drama,Romance",106.0,nm4824763,nm4424713,7.4,174567
tt2674430,Approaching the Unknown,2016,"Drama,Sci-Fi,Thriller",90.0,nm5457825,nm5457825,4.8,7663
tt2674454,Churchill,2017,"Biography,Drama,History",105.0,nm0855300,nm3508857,6.3,12047
tt2675914,Kraftidioten,2014,"Action,Crime,Drama",116.0,nm0596407,nm0007344,7.2,20841
tt2675978,Dedh Ishqiya,2014,"Comedy,Drama,Romance",152.0,nm1322477,"nm0080235,nm1322477,nm2929815",7.1,6540
tt2678948,Jilla,2014,"Action,Drama",185.0,nm6211307,nm6211307,6.1,9024
tt2679042,Hitman: Agent 47,2015,"Action,Adventure,Crime",96.0,nm5507490,"nm0940790,nm3360218,nm0412282,nm2288699",5.7,80510
tt2679552,I.T.,2016,"Crime,Drama,Mystery",95.0,nm0601382,"nm0443024,nm0936537",5.4,13373
tt2690138,The D Train,2015,"Comedy,Drama",101.0,"nm2361949,nm0666871","nm0666871,nm2361949",5.0,10066
tt2692250,Night at the Museum: Secret of the Tomb,2014,"Adventure,Comedy,Family",98.0,nm0506613,"nm1115862,nm1911349,nm0295296,nm0502073,nm0304830",6.2,93103
tt2693580,Miss Stevens,2016,"Comedy,Drama",86.0,nm1257352,"nm1257352,nm3527897",6.6,3781
tt2693664,Young Ones,2014,"Action,Drama,Romance",100.0,nm0658823,nm0658823,5.9,8694
tt2702724,The Boss,2016,Comedy,99.0,nm1229520,"nm0565250,nm1229520,nm1133719",5.4,39096
tt2704998,Game Night,2018,"Action,Comedy,Crime",100.0,"nm0197855,nm0326246",nm0991423,7.0,163279
tt2707848,Saint Laurent,2014,"Biography,Drama,Romance",150.0,nm0094274,"nm0094274,nm0081179",6.1,4829
tt2707858,Yves Saint Laurent,2014,"Biography,Drama",106.0,nm0504267,"nm0404093,nm0504267,nm0276466,nm4766328,nm5747900,nm2040193",6.2,10311
tt2709692,The Grinch,2018,"Animation,Comedy,Family",85.0,"nm0155528,nm0608714","nm1942829,nm0842476,nm0317450",6.3,29857
tt2709768,The Secret Life of Pets,2016,"Adventure,Animation,Comedy",87.0,"nm0719208,nm0155528","nm0666791,nm0202425,nm0528244",6.5,161997
tt2713180,Fury,2014,"Action,Drama,War",134.0,nm0043742,nm0043742,7.6,381993
tt2714380,The Remaining,2014,"Drama,Horror,Mystery",88.0,nm0489453,"nm0489453,nm0235822",4.3,6274
tt2717822,Blackhat,2015,"Action,Crime,Thriller",133.0,nm0000520,nm1420156,5.4,48427
tt2717860,The Riot Club,2014,"Drama,Thriller",107.0,nm0771054,nm5529799,6.0,19706
tt2718440,Moonwalkers,2015,"Action,Comedy",107.0,nm5532666,"nm1918877,nm5532666",6.1,7777
tt2719848,Everest,2015,"Action,Adventure,Biography",121.0,nm0466349,"nm0629933,nm0064479",7.1,181133
tt2720680,The Salvation,2014,"Drama,Western",92.0,nm0506290,"nm0421314,nm0506290",6.7,32953
tt2720826,Birth of the Dragon,2016,"Action,Biography,Drama",95.0,nm1079776,"nm0729151,nm0929349,nm5099091",5.4,6090
tt2725962,What We Did on Our Holiday,2014,"Comedy,Drama",95.0,"nm0357725,nm0420746","nm0357725,nm0420746",6.9,17089
tt2726552,A Kind of Murder,2016,"Crime,Drama,Thriller",95.0,nm0323758,"nm5608704,nm0383604",5.3,5865
tt2726560,The Longest Ride,2015,"Drama,Romance",123.0,nm0863387,"nm0817023,nm0093271",7.1,70327
tt2737050,"Two Days, One Night",2014,Drama,95.0,"nm0201095,nm0201094","nm0201094,nm0201095",7.3,41288
tt2737304,Bird Box,2018,"Drama,Horror,Sci-Fi",124.0,nm0081540,"nm2104063,nm4789922",6.6,218063
tt2751310,Sex Ed,2014,"Comedy,Romance",92.0,nm1690967,nm5620591,5.6,4819
tt2752688,Rosewater,2014,"Biography,Drama",103.0,nm0829537,"nm0829537,nm0046867,nm5566166",6.6,9836
tt2752758,Devil's Due,2014,"Horror,Mystery,Thriller",89.0,"nm2366012,nm2419470",nm2303288,4.1,15502
tt2752772,Sinister 2,2015,"Horror,Mystery,Thriller",97.0,nm1164602,"nm0220600,nm1803036",5.3,41782
tt2753778,"The Death of ""Superman Lives"": What Happened?",2015,Documentary,104.0,nm0774143,nm0774143,7.1,4030
tt2756032,The One I Love,2014,"Drama,Fantasy,Mystery",91.0,nm1660595,nm1645301,7.1,31033
tt2758880,Winter Sleep,2014,Drama,196.0,nm0149196,"nm0946324,nm0149196,nm0155009",8.2,37048
tt2758904,Search Party,2014,"Adventure,Comedy",93.0,nm0035905,"nm2871458,nm0909022,nm0035905",5.6,6087
tt2762334,Main Tera Hero,2014,"Action,Comedy,Romance",128.0,nm0223522,"nm1571874,nm1179457",5.3,6700
tt2763304,T2 Trainspotting,2017,Drama,117.0,nm0000965,"nm0388076,nm0920543",7.2,97010
tt2764784,Phoenix,2014,"Drama,History,Music",98.0,nm0678857,"nm0678857,nm0267943,nm0599170",7.3,14665
tt2771200,Beauty and the Beast,2017,"Family,Fantasy,Musical",129.0,nm0174374,"nm0154716,nm0818746,nm0941314,nm0207305,nm3343855",7.2,238325
tt2771372,Veronica Mars,2014,"Crime,Drama,Mystery",107.0,nm0859432,"nm0859432,nm0749461",6.8,46751
tt2776878,Thank You for Your Service,2017,"Biography,Drama,War",109.0,nm0355699,"nm4001152,nm0355699",6.5,10006
tt2781516,WolfCop,2014,"Comedy,Horror",79.0,nm3366745,nm3366745,5.5,5542
tt2784512,Zombeavers,2014,"Action,Adventure,Comedy",77.0,nm1140290,"nm1172430,nm1140290,nm1172431",4.8,14825
tt2784678,Top Five,2014,"Comedy,Romance",102.0,nm0001674,nm0001674,6.4,24744
tt2784936,Backtrack,2015,"Drama,Fantasy,Mystery",90.0,nm0678104,nm0678104,5.9,10563
tt2785032,The Little Death,2014,"Comedy,Drama,Romance",96.0,nm0493257,nm0493257,7.1,23607
tt2785288,Jack Strong,2014,"Action,Biography,Crime",128.0,nm0664582,nm0664582,7.1,3931
tt2785390,America: Imagine the World Without Her,2014,Documentary,105.0,"nm1625338,nm2769225","nm1625338,nm2769225,nm6583447",5.5,6328
tt2788556,Gemma Bovery,2014,"Comedy,Drama,Romance",99.0,nm0284774,"nm0094726,nm0284774,nm0799654,nm5496614",6.4,5146
tt2788710,The Interview,2014,Comedy,112.0,"nm1698571,nm0736622","nm1003839,nm0736622,nm1698571",6.5,286341
tt2788716,Welcome to Me,2014,"Comedy,Drama",87.0,nm0686099,nm2436744,5.9,17259
tt2788732,Pete's Dragon,2016,"Action,Adventure,Comedy",102.0,nm1108007,"nm1108007,nm2021909,nm0549393,nm0589316,nm0276039",6.7,49313
tt2793490,Starry Eyes,2014,"Drama,Fantasy,Horror",98.0,"nm1556116,nm1552637","nm1556116,nm1552637",6.0,15969
tt2798920,Annihilation,2018,"Adventure,Drama,Horror",115.0,nm0307497,"nm0307497,nm4554159",6.9,228664
tt2799166,The Pyramid,2014,"Action,Adventure,Horror",89.0,nm0505183,"nm2395870,nm2415173",4.6,21364
tt2800240,Serial (Bad) Weddings,2014,Comedy,97.0,nm0154385,"nm0154385,nm0491230",7.0,34119
tt2802136,Home Sweet Hell,2015,"Comedy,Crime,Thriller",98.0,nm0122567,"nm0020343,nm1118003,nm0491706",5.4,12961
tt2802144,Kingsman: The Secret Service,2014,"Action,Adventure,Comedy",129.0,nm0891216,"nm0963359,nm0891216,nm2092839,nm1733301",7.7,544510
tt2802154,Leviathan,2014,"Crime,Drama",140.0,nm1168657,"nm2697466,nm1168657",7.6,43214
tt2814362,United Passions,2014,"Drama,History,Sport",110.0,nm0041474,"nm0041474,nm5604205",2.1,3878
tt2815902,The Childhood of a Leader,2015,Drama,115.0,nm1227232,"nm2178754,nm0765683,nm1227232",6.2,4974
tt2818654,Cemetery of Splendor,2015,"Drama,Fantasy",122.0,nm0917405,nm0917405,6.8,3615
tt2820852,Furious 7,2015,"Action,Crime,Thriller",137.0,nm1490123,"nm0604555,nm0860155",7.2,335074
tt2822672,Rock Dog,2016,"Adventure,Animation,Comedy",90.0,nm0105169,"nm0105169,nm0900820,nm7594659,nm2682045,nm3858082,nm0278181,nm0301406,nm8086888,nm2877415",5.9,3991
tt2823054,Mike and Dave Need Wedding Dates,2016,"Adventure,Comedy,Romance",98.0,nm2021516,"nm1157527,nm1895993",6.0,74849
tt2828996,A Haunted House 2,2014,"Comedy,Fantasy",86.0,nm1639277,"nm0005541,nm0023315",4.7,18085
tt2832470,Dead Snow 2: Red vs. Dead,2014,"Action,Comedy,Horror",100.0,nm2482088,"nm2482088,nm0388473,nm2552337",6.9,20527
tt2837574,The Old Man & the Gun,2018,"Biography,Comedy,Crime",93.0,nm1108007,"nm1108007,nm2970418",6.8,25902
tt2844798,White God,2014,"Drama,Fantasy,Horror",121.0,nm0610960,"nm0610960,nm0678467,nm0970537",6.9,13755
tt2848292,Pitch Perfect 2,2015,"Comedy,Music",115.0,nm0006969,"nm0134224,nm3015467",6.4,130692
tt2854926,Tag,2018,Comedy,100.0,nm1762961,"nm1301035,nm0825356,nm9715487",6.5,85186
tt2865120,Ratchet & Clank,2016,"Action,Adventure,Animation",94.0,"nm1083489,nm0165995","nm2686579,nm1083489,nm0841532,nm3131921,nm2351757,nm8311420",5.6,9033
tt2869728,Ride Along 2,2016,"Action,Comedy,Crime",102.0,nm1103162,"nm0006534,nm0542062,nm0177637",5.9,48688
tt2870612,"As Above, So Below",2014,"Adventure,Horror,Mystery",93.0,nm0235719,"nm0235719,nm1803105",6.2,66892
tt2870648,Amy,2015,"Biography,Documentary,Music",128.0,nm0438090,,7.8,43814
tt2870708,Wish I Was Here,2014,"Comedy,Drama",106.0,nm0103785,"nm0103783,nm0103785",6.7,34907
tt2870756,Magic in the Moonlight,2014,"Comedy,Romance",97.0,nm0000095,nm0000095,6.6,59054
tt2870808,Life Partners,2014,"Comedy,Drama,Romance",93.0,nm2573005,"nm2573005,nm1706261",6.2,7802
tt2872462,Mistress America,2015,"Comedy,Drama",84.0,nm0000876,"nm0000876,nm1950086",6.7,22506
tt2872518,The Shack,2017,"Drama,Fantasy",132.0,nm0371955,"nm0299301,nm6150131,nm2308774,nm3523960,nm8815438,nm2963262",6.3,26065
tt2872718,Nightcrawler,2014,"Crime,Drama,Thriller",117.0,nm0319659,nm0319659,7.9,404476
tt2872724,Out of the Dark,2014,"Horror,Thriller",92.0,nm1589515,"nm1942197,nm0665041,nm1883612",4.8,3691
tt2872732,Lucy,2014,"Action,Sci-Fi,Thriller",89.0,nm0000108,nm0000108,6.4,403194
tt2872750,Shaun the Sheep Movie,2015,"Adventure,Animation,Comedy",85.0,"nm0123666,nm0326450","nm0123666,nm0326450,nm0661910",7.4,32935
tt2873282,Red Sparrow,2018,"Action,Drama,Thriller",140.0,nm1349376,"nm1244808,nm5645796",6.6,136738
tt2883434,Black or White,2014,Drama,121.0,nm0082802,nm0082802,6.6,10659
tt2883512,Chef,2014,"Adventure,Comedy,Drama",114.0,nm0269463,nm0269463,7.3,173270
tt2884018,Macbeth,2015,"Drama,History,War",113.0,nm2355933,"nm0521974,nm1105617,nm2078681,nm0000636",6.6,48899
tt2884206,I Origins,2014,"Drama,Romance,Sci-Fi",106.0,nm2648685,nm2648685,7.4,104718
tt2885628,Nina Forever,2015,"Comedy,Drama,Horror",98.0,"nm2050760,nm2052113","nm2050760,nm2052113",5.6,4010
tt2888046,Ip Man 3,2015,"Action,Biography,Drama",105.0,nm0948159,"nm5335213,nm4183613,nm2774833",7.1,38637
tt2891174,99 Homes,2014,Drama,112.0,nm1023919,"nm1023919,nm2478512,nm0618881",7.1,26699
tt2893490,Manglehorn,2014,Drama,97.0,nm0337773,nm5147161,5.6,6564
tt2905838,Bang Bang,2014,"Action,Adventure,Comedy",153.0,nm1893457,"nm1223910,nm1330994,nm0642277,nm1063072",5.5,19878
tt2908446,Insurgent,2015,"Action,Adventure,Sci-Fi",119.0,nm0777881,"nm3929259,nm0326040,nm0093560,nm4316121",6.2,199710
tt2908856,My Old Lady,2014,"Comedy,Drama,Romance",107.0,nm0395262,nm0395262,6.3,8016
tt2909116,Wolf Totem,2015,"Adventure,Drama",121.0,nm0000269,"nm5673217,nm0323708,nm0000269,nm0523760,nm0171722",6.7,5039
tt2910274,Obvious Child,2014,"Comedy,Drama,Romance",84.0,nm3521871,"nm3521871,nm3505289,nm3831085,nm2210641,nm0543283",6.8,21536
tt2910814,The Signal,2014,"Drama,Mystery,Sci-Fi",97.0,nm1827931,"nm5673221,nm1827931,nm0295701",6.1,58407
tt2910904,The Dressmaker,2015,"Comedy,Drama",119.0,nm0602104,"nm5672426,nm0602104,nm0389591",7.1,46833
tt2911666,John Wick,2014,"Action,Crime,Thriller",101.0,"nm0500610,nm0821432",nm4401003,7.4,449942
tt2911668,Beyond the Reach,2014,Thriller,91.0,nm1515266,"nm0839812,nm0925380",5.6,8755
tt2917388,Kidnapping Mr. Heineken,2015,"Action,Crime,Drama",95.0,nm0019242,"nm0006493,nm1719901",6.1,17725
tt2918436,The Lazarus Effect,2015,"Horror,Mystery,Sci-Fi",83.0,nm0312173,"nm1430636,nm2916300",5.2,37675
tt2918606,The Hollow Point,2016,"Crime,Drama,Thriller",97.0,nm1018426,nm5677537,5.4,4676
tt2920540,"20,000 Days on Earth",2014,"Documentary,Drama,Music",97.0,"nm3558632,nm3558886","nm0147022,nm3558632,nm3558886",7.5,10155
tt2920808,God's Pocket,2014,"Crime,Drama",88.0,nm0805476,"nm0223320,nm0582396,nm0805476",6.1,10092
tt2923088,The Windmill,2016,"Drama,Horror",85.0,nm1459019,"nm1459019,nm0593222,nm7853192",4.8,3618
tt2923316,American Heist,2014,"Action,Crime,Drama",94.0,nm3550361,nm0408885,5.1,15547
