tconst,primary_title,start_year,genres,runtime_minutes,directors,writers,averagerating,numvotes
tt3444312,Abducted in Plain Sight,2017,"Crime,Documentary",91.0,nm1341941,,6.8,9546
tt3447364,Detective Byomkesh Bakshy!,2015,"Action,Mystery,Thriller",139.0,nm1962313,"nm1257497,nm1962313,nm0051779",7.6,14249
tt3448226,Rampage: Capital Punishment,2014,"Action,Crime,Thriller",93.0,nm0093051,"nm0093051,nm0281956",6.2,5803
tt3449292,Manjhi: The Mountain Man,2015,"Adventure,Biography,Drama",120.0,nm0576559,"nm3552176,nm9092455,nm6199210,nm0576559,nm4191766,nm1575772,nm5676754",8.0,16191
tt3450650,Paul Blart: Mall Cop 2,2015,"Action,Comedy,Crime",94.0,nm0275698,"nm0416673,nm0048169",4.4,30828
tt3450900,The Sea of Trees,2015,"Drama,Fantasy,Mystery",110.0,nm0001814,nm2133655,6.0,11498
tt3450958,War for the Planet of the Apes,2017,"Action,Adventure,Drama",140.0,nm0716257,"nm0093560,nm0716257,nm0415425,nm0798646,nm0099541",7.5,201943
tt3451230,High Strung,2016,"Drama,Music,Romance",96.0,nm0198755,"nm0078943,nm0198755",6.5,7443
tt3455224,Virunga,2014,"Documentary,War",100.0,nm3915542,nm3915542,8.2,8983
tt3458254,Patient Zero,2018,"Action,Drama,Horror",93.0,nm0752328,nm2047864,4.4,5753
tt3458510,Dude,2018,"Comedy,Drama",97.0,nm6035700,"nm6035700,nm4014004",5.1,5116
tt3460252,The Hateful Eight,2015,"Crime,Drama,Mystery",168.0,nm0000233,nm0000233,7.8,434966
tt3461252,The Blue Elephant,2014,"Drama,Horror,Mystery",170.0,nm1441566,nm6211716,8.2,21776
tt3462710,Unforgettable,2017,"Drama,Thriller",100.0,nm0224145,nm5429637,5.1,11489
tt3463106,The Cured,2017,"Drama,Horror,Sci-Fi",95.0,nm3263357,nm3263357,5.5,5668
tt3464902,The Lobster,2015,"Comedy,Drama,Romance",119.0,nm0487166,"nm0487166,nm3328207",7.1,182622
tt3465916,Stations of the Cross,2014,Drama,110.0,nm0117698,"nm0117697,nm0117698",7.5,3773
tt3467412,Extinction,2015,"Drama,Horror,Sci-Fi",112.0,nm0900251,"nm1157609,nm0900251,nm5363153",5.8,14710
tt3469046,Despicable Me 3,2017,"Adventure,Animation,Comedy",89.0,"nm0049633,nm3210494,nm1853544","nm0666791,nm0202425",6.3,92580
tt3469244,Phantom,2015,"Action,Drama,Thriller",136.0,nm1203138,"nm1583746,nm1203138,nm5151578,nm3613395",5.8,7739
tt3469798,Orbiter 9,2017,"Drama,Romance,Sci-Fi",95.0,nm1523747,nm1523747,5.9,5103
tt3469910,"Black Coal, Thin Ice",2014,"Crime,Mystery,Thriller",110.0,nm0224801,nm0224801,6.7,6400
tt3470600,Sing,2016,"Animation,Comedy,Family",108.0,"nm2888554,nm1134029",nm1134029,7.1,115951
tt3471098,Maggie's Plan,2015,"Comedy,Drama,Romance",98.0,nm0589182,"nm0589182,nm6223233",6.2,14295
tt3477064,Recep Ivedik 4,2014,Comedy,117.0,nm2204103,nm2201881,3.8,13272
tt3478046,Eyyvah Eyyvah 3,2014,Comedy,105.0,nm1699659,nm1616534,6.0,5560
tt3478962,My King,2015,"Drama,Romance",124.0,nm0494069,"nm0173541,nm0494069",7.1,9280
tt3479316,Parallels,2015,"Action,Sci-Fi",83.0,nm0002814,"nm1165047,nm0002814",6.1,12710
tt3480796,Vice,2015,"Action,Adventure,Sci-Fi",96.0,nm2357819,"nm1061002,nm0664920",4.2,14436
tt3481634,Inconceivable,2017,"Drama,Thriller",105.0,nm1642866,nm0454573,5.2,6945
tt3483612,Hamari Adhuri Kahani,2015,"Drama,Romance",129.0,nm1887138,"nm0080315,nm2756464",6.7,4643
tt3483712,Raja Natwarlal,2014,"Crime,Thriller",141.0,nm2260731,"nm5151578,nm1300956,nm2260731",6.1,3609
tt3484800,Altar,2014,"Horror,Mystery",94.0,nm0932216,nm0932216,5.3,4239
tt3486626,The Nut Job 2: Nutty by Nature,2017,"Adventure,Animation,Comedy",91.0,nm2117510,"nm0082839,nm2117510,nm1779809,nm0503259",5.5,4820
tt3487994,Bloodsucking Bastards,2015,"Action,Comedy,Horror",86.0,nm0640031,"nm1216185,nm2369675,nm3051028,nm0640031,nm1234853",5.7,4763
tt3488328,Pound of Flesh,2015,"Action,Thriller",104.0,nm0053228,nm2719674,5.2,5511
tt3488462,Head Full of Honey,2014,"Comedy,Drama,Family",139.0,"nm0001709,nm2611419","nm1215162,nm0001709",6.6,5470
tt3488710,The Walk,2015,"Adventure,Biography,Drama",123.0,nm0000709,"nm0000709,nm1358613,nm0677597",7.3,109714
tt3495000,Mardaani,2014,"Action,Crime,Drama",113.0,nm1224879,"nm3971343,nm1258512",7.3,9386
tt3495026,Fan,2016,"Action,Drama,Thriller",138.0,nm1834891,"nm1834891,nm1964923,nm2680506",7.1,39130
tt3495030,Dum Laga Ke Haisha,2015,"Comedy,Drama,Romance",110.0,nm2680506,nm2680506,7.5,15017
tt3498820,Captain America: Civil War,2016,"Action,Adventure,Sci-Fi",147.0,"nm0751577,nm0751648","nm1321655,nm1321656,nm0800209,nm0456158,nm2092839,nm4022192",7.8,583507
tt3499096,Race,2016,"Biography,Drama,Sport",134.0,nm0394280,"nm1100123,nm3143608",7.1,30777
tt3499424,Hercules Reborn,2014,"Action,Adventure",95.0,nm0528963,"nm2025001,nm2829296",3.9,4149
tt3500544,Off Course,2015,Comedy,104.0,nm1818121,"nm1615028,nm0844887,nm2729273,nm1818121",5.8,3830
tt3501112,Security,2017,"Action,Crime,Thriller",88.0,nm0221662,"nm1912600,nm1071097",5.7,13376
tt3501416,Assassination,2015,"Action,Drama",140.0,nm1569807,"nm1569807,nm5225567",7.3,4933
tt3501632,Thor: Ragnarok,2017,"Action,Adventure,Comedy",130.0,nm0169806,"nm3069408,nm1219736,nm1236653,nm0498278,nm1293367,nm0456158,nm0657062,nm1277476,nm4160541",7.9,482995
tt3503406,The Whole Truth,2016,"Crime,Drama,Mystery",93.0,nm2581581,nm0443582,6.2,19610
tt3504048,Housebound,2014,"Comedy,Horror,Mystery",107.0,nm2067421,nm2067421,6.8,29757
tt3505712,Time Out of Mind,2014,Drama,120.0,nm0610219,"nm0610219,nm0128997",5.7,3556
tt3508840,The Assassin,2015,"Action,Drama,History",105.0,nm0396284,"nm0155531,nm0160883,nm0396284,nm7431172,nm7431173",6.3,14092
tt3511596,Close Range,2015,"Action,Crime",80.0,nm0282708,"nm1720703,nm1360971",5.0,3974
tt3517192,Ohm Shanthi Oshaana,2014,"Comedy,Romance",136.0,nm6272974,"nm6272974,nm6576552",7.6,3746
tt3518012,Best of Enemies: Buckley vs. Vidal,2015,"Documentary,History,News",87.0,"nm1271076,nm1365879","nm1271076,nm6957698,nm1365879",7.6,5536
tt3520418,We Are Still Here,2015,Horror,84.0,nm0313295,nm0313295,5.7,15519
tt3521126,The Disaster Artist,2017,"Biography,Comedy,Drama",104.0,nm0290556,"nm2354099,nm2352210,nm0802995,nm2661978",7.4,111737
tt3521134,The Look of Silence,2014,"Biography,Documentary,History",103.0,nm1484791,,8.3,10162
tt3521164,Moana,2016,"Adventure,Animation,Comedy",107.0,"nm0166256,nm0930261,nm0615780,nm2320658","nm1158544,nm0166256,nm0615780,nm0930261,nm2320658,nm0962596,nm3764118,nm3764493",7.6,224253
tt3522806,Mechanic: Resurrection,2016,"Action,Adventure,Thriller",98.0,nm0304541,"nm0137573,nm1909937,nm1912600,nm0519154,nm4256393",5.7,67275
tt3526706,Chevalier,2015,"Comedy,Drama",105.0,nm0718125,"nm3328207,nm0718125",6.3,3574
tt3530002,The Night Before,2015,"Adventure,Comedy,Fantasy",101.0,nm1349522,"nm1349522,nm3773434,nm3782043,nm1698571",6.4,58455
tt3531202,Pilgrimage,2017,"Adventure,Drama,Mystery",96.0,nm1119099,nm2976806,5.8,3641
tt3531824,Nerve,2016,"Action,Adventure,Crime",96.0,"nm1160962,nm1413364","nm0789366,nm6290393",6.5,102782
tt3531852,Bhoothnath Returns,2014,"Comedy,Drama,Fantasy",155.0,nm4318159,"nm6328029,nm6328031,nm6328030,nm4318159",6.8,4382
tt3532216,American Made,2017,"Action,Biography,Comedy",115.0,nm0510731,nm0818889,7.2,131043
tt3533916,The Veil,2016,Horror,93.0,nm0423333,nm0304830,4.8,6895
tt3534282,Don Verdean,2015,"Adventure,Comedy,Drama",90.0,nm0381478,"nm0381478,nm1415801",5.4,4295
tt3540136,Wolf Warrior,2015,"Action,Crime,Thriller",90.0,nm0943104,"nm8127866,nm8127867,nm3146222,nm0943104",5.5,3547
tt3541262,The Admiral,2014,"Action,Drama,History",126.0,nm3482943,"nm5722803,nm3482943",7.2,8852
tt3542188,April 9th,2015,"Drama,History,War",93.0,nm2320450,nm2105585,6.6,3898
tt3544082,45 Years,2015,"Drama,Romance",91.0,nm0354091,"nm0354091,nm3807555",7.1,27914
tt3544112,Sing Street,2016,"Comedy,Drama,Music",106.0,nm0138809,"nm8823854,nm0138809",8.0,74651
tt3544218,Belgica,2016,Drama,127.0,nm0886976,"nm2327205,nm0886976",6.7,3695
tt3547740,La Famille Bélier,2014,"Comedy,Drama,Music",106.0,nm0489309,"nm2605079,nm0141133,nm0489309,nm0081179",7.3,21866
tt3553442,Whiskey Tango Foxtrot,2016,"Biography,Comedy,Drama",112.0,"nm0275629,nm0720135","nm1061622,nm5092324",6.6,46265
tt3553976,Captain Fantastic,2016,"Comedy,Drama",118.0,nm0743671,nm0743671,7.9,159329
tt3554418,Khoobsurat,2014,"Comedy,Romance",130.0,nm1492802,"nm0611520,nm6667417,nm4962323",6.4,6811
tt3560148,"Fear, Inc.",2016,"Action,Comedy,Horror",90.0,nm1802233,nm1146612,5.6,4013
tt3560686,The Fool,2014,"Crime,Drama,Thriller",116.0,nm4021775,nm4021775,8.0,8617
tt3563262,Submergence,2017,"Drama,Romance,Thriller",112.0,nm0000694,"nm0226586,nm6320077",5.4,5480
tt3564472,Girls Trip,2017,"Comedy,Drama",122.0,nm0002700,"nm1106214,nm1244069,nm2002824",6.2,29321
tt3567288,The Visit,2015,"Horror,Mystery,Thriller",94.0,nm0796117,nm0796117,6.2,102459
tt3567666,Stratton,2017,"Action,Thriller",94.0,nm0922346,"nm6889159,nm0204102",4.8,3715
tt3568002,The Witness,2015,"Biography,Crime,Documentary",89.0,nm0003833,"nm6325578,nm1527140,nm0722431,nm0003833",7.0,3592
tt3569230,Legend,2015,"Biography,Crime,Drama",132.0,nm0001338,"nm0001338,nm0669301",7.0,138947
tt3569356,Not Cool,2014,"Comedy,Drama,Romance",93.0,nm3507289,nm3111149,4.5,5089
tt3569782,Jigarthanda,2014,"Action,Crime,Drama",171.0,nm5366274,nm5366274,8.3,8484
tt3576084,Zero Motivation,2014,"Comedy,Drama",97.0,nm1731479,nm1731479,7.3,3645
tt3576728,Bilal: A New Breed of Hero,2015,"Action,Adventure,Animation",105.0,"nm6735778,nm6336449","nm6336449,nm1532153,nm7698874,nm6735778,nm6336447",8.0,16854
tt3577624,A Perfect Day,2015,"Comedy,Drama,War",106.0,nm0508208,"nm0508208,nm1402066,nm1369071",6.8,18190
tt3595298,Found a Treasure Called Love,2015,"Action,Drama,Family",164.0,nm0054744,"nm0054744,nm2105422",4.6,15753
tt3603808,The Diabolical,2015,"Horror,Sci-Fi",86.0,nm6366015,"nm6366015,nm2057798",4.7,4890
tt3605418,Knock Knock,2015,"Drama,Thriller",99.0,nm0744834,"nm0744834,nm1240647,nm3771227,nm0653885,nm0743695",4.9,68328
tt3606752,Cars 3,2017,"Adventure,Animation,Comedy",102.0,nm0270263,"nm0270263,nm0703078,nm0687937,nm1139293,nm1195697,nm0677037,nm0723692,nm0607675",6.8,59408
tt3606756,Incredibles 2,2018,"Action,Adventure,Animation",118.0,nm0083348,nm0083348,7.7,203510
tt3606888,A Street Cat Named Bob,2016,"Biography,Comedy,Drama",103.0,nm0006854,"nm6492918,nm7839608,nm0424243,nm0622329",7.4,23204
tt3608930,In a Valley of Violence,2016,"Action,Crime,Drama",104.0,nm1488800,nm1488800,6.0,13228
tt3610746,Don't Hang Up,2016,"Horror,Thriller",83.0,"nm2528062,nm1835055",nm1135022,5.6,10798
tt3612320,Within,2016,"Horror,Thriller",88.0,nm0165616,nm2477891,5.1,4591
tt3612616,Mommy,2014,Drama,139.0,nm0230859,nm0230859,8.1,43020
tt3614530,Jem and the Holograms,2015,"Adventure,Drama,Family",118.0,nm0160840,"nm1293285,nm0555601",4.1,6683
tt3616916,The Wave,2015,"Action,Drama,Thriller",105.0,nm1012385,"nm5006328,nm0995943",6.7,28167
tt3618822,The Big Fat Stone,2014,Drama,111.0,nm0195264,nm0195264,5.5,8430
tt3622110,Don't Knock Twice,2016,Horror,93.0,nm1589670,"nm2037857,nm2041517",5.1,10780
tt3622120,Kilo Two Bravo,2014,"Adventure,Biography,Drama",108.0,nm1238038,nm2423647,7.1,10043
tt3622592,Paper Towns,2015,"Comedy,Drama,Mystery",109.0,nm1500577,"nm2354099,nm2352210,nm1981261",6.3,87742
tt3623726,Ricki and the Flash,2015,"Comedy,Drama,Music",101.0,nm0001129,nm1959505,5.9,20932
tt3626742,Ocho apellidos catalanes,2015,"Comedy,Romance",99.0,nm0554880,"nm1141070,nm1749125",5.3,5652
tt3628584,Barbershop: The Next Cut,2016,"Comedy,Drama",111.0,nm0002700,"nm1244069,nm2002824,nm0114197",5.9,13306
tt3631112,The Girl on the Train,2016,"Crime,Drama,Mystery",112.0,nm0853238,"nm0933379,nm6391502",6.5,150977
tt3638012,Appleseed Alpha,2014,"Action,Animation,Sci-Fi",93.0,nm0032925,"nm1936241,nm0794385",6.6,7480
tt3638396,Closet Monster,2015,"Drama,Fantasy,Mystery",90.0,nm2997306,nm2997306,7.0,6580
tt3640424,Allied,2016,"Action,Drama,Romance",124.0,nm0000709,nm1140275,7.1,125741
tt3640682,I Smile Back,2015,Drama,85.0,nm1270069,"nm0245891,nm6508110",6.1,4636
tt3643544,Glass Jaw,2018,"Drama,Sport,Thriller",98.0,nm0147985,"nm4106136,nm3850715,nm2980893,nm0856443",7.4,3662
tt3646462,Let's Sin,2014,"Action,Crime,Drama",110.0,nm1729447,nm1729447,7.9,9738
tt3647498,Blood Father,2016,"Action,Crime,Drama",88.0,nm0724938,"nm0185976,nm0075696",6.4,52184
tt3652526,Fire at Sea,2016,Documentary,114.0,nm0742941,"nm0742941,nm2643610",6.8,4861
tt3652862,Morris from America,2016,"Comedy,Drama,Romance",91.0,nm1029961,nm1029961,6.2,4691
tt3654796,Creep 2,2017,"Horror,Thriller",78.0,nm2674307,"nm0243233,nm2674307",6.4,13080
tt3655414,Cien años de perdón,2016,"Crime,Thriller",96.0,nm0130714,nm0346277,6.3,5355
tt3655522,Girlhood,2014,Drama,113.0,nm1780037,nm1780037,6.9,6622
tt3655682,Let's Be Evil,2016,"Horror,Sci-Fi,Thriller",82.0,nm1966532,"nm1966532,nm4707696,nm2741208",4.4,6251
tt3658772,Misconduct,2016,"Crime,Drama,Mystery",106.0,nm0989941,"nm1899220,nm0556573",5.3,13550
tt3659388,The Martian,2015,"Adventure,Drama,Sci-Fi",144.0,nm0000631,"nm1206844,nm1083982",8.0,680116
tt3666024,The Red Turtle,2016,"Animation,Fantasy",80.0,nm0240196,"nm0240196,nm0273863",7.5,25061
tt3668162,Bangalore Days,2014,"Comedy,Drama,Romance",171.0,nm3250747,nm3250747,8.3,12922
tt3671542,Holding the Man,2015,"Biography,Drama,Romance",127.0,nm0035462,"nm4621991,nm8073660",7.3,8642
tt3672742,Turbo Kid,2015,"Action,Adventure,Comedy",93.0,"nm2379331,nm2377436,nm2375643","nm2377436,nm2379331,nm2375643",6.7,23947
tt3672840,Dragon Blade,2015,"Action,Adventure,Drama",127.0,nm0496752,nm0496752,6.0,16672
tt3674140,The Salt of the Earth,2014,"Biography,Documentary,History",110.0,"nm0000694,nm2081382","nm0000694,nm2081382",8.4,17262
tt3678782,Badlapur,2015,"Action,Crime,Drama",134.0,nm1437189,"nm1202191,nm1437189,nm4914249,nm1381758",7.5,19336
tt3678938,Humpty Sharma Ki Dulhania,2014,"Comedy,Drama,Romance",133.0,nm4264671,nm4264671,6.1,9835
tt3679000,Any Body Can Dance 2,2015,"Biography,Drama,Music",154.0,nm1150656,"nm1150656,nm1571874,nm1190754",5.5,4600
tt3679060,Dishoom,2016,"Action,Adventure,Comedy",124.0,nm2539328,"nm2539328,nm1571874,nm4990507",5.1,5750
tt3682448,Bridge of Spies,2015,"Drama,History,Thriller",142.0,nm0000229,"nm4131020,nm0001053,nm0001054",7.6,263004
tt3685236,Ibiza,2018,"Comedy,Romance",94.0,nm2795127,nm2808340,5.2,12716
tt3686998,The Red Pill,2016,Documentary,108.0,nm1787884,,8.4,8627
tt3687186,Heaven Knows What,2014,Drama,97.0,"nm1509478,nm1343394","nm6663217,nm1343394,nm2563482",6.7,4520
tt3687310,Criminal Activities,2015,"Crime,Drama,Thriller",94.0,nm0355097,nm7743452,5.8,7739
tt3687398,The Runner,2015,Drama,90.0,nm0823133,nm0823133,4.7,4572
tt3688406,A Christmas Horror Story,2015,"Fantasy,Horror,Mystery",99.0,"nm0837977,nm0367538,nm0387541","nm3014258,nm0444339,nm4452130,nm0852298,nm2100946",5.7,8288
tt3691740,The BFG,2016,"Adventure,Family,Fantasy",117.0,nm0000229,"nm0558953,nm0001094",6.4,69340
tt3696192,Singh Is Bliing,2015,"Action,Comedy",141.0,nm0222150,"nm3870757,nm8527461",5.3,6808
tt3697566,No Tears for the Dead,2014,"Action,Thriller",116.0,nm2556572,nm2556572,6.8,4953
tt3697626,A Hard Day,2014,"Action,Crime,Thriller",111.0,nm1826454,"nm1826454,nm1409622",7.2,8462
tt3698408,Coming Soon,2014,Comedy,134.0,nm0948000,nm0948000,7.6,28001
tt3700804,Already Tomorrow in Hong Kong,2015,"Comedy,Romance",78.0,nm1733017,nm1733017,6.5,4577
tt3702652,The Other Side of the Door,2016,Horror,96.0,nm1266897,"nm1266897,nm2033094",5.3,15813
tt3702996,Suck Me Shakespeer 2,2015,Comedy,115.0,nm1480916,nm1480916,6.0,10178
tt3703908,Standoff,2016,"Drama,Thriller",80.0,nm2085654,nm2085654,6.1,6691
tt3704050,Remember,2015,"Drama,Mystery,Thriller",94.0,nm0000382,nm3088713,7.5,19121
tt3704416,Digging for Fire,2015,Drama,85.0,nm1846132,"nm2159926,nm1846132",5.8,5054
tt3704538,V/H/S Viral,2014,"Horror,Thriller",81.0,"nm1447139,nm1823264,nm1306443,nm0084059,nm1443023,nm1918140","nm4620383,nm5020816,nm1306443,nm0084059,nm1443023,nm1918140,nm3800493,nm1447139,nm1823264,nm2358676",4.2,13725
tt3704700,Brain on Fire,2016,"Biography,Drama",88.0,nm3584506,"nm3584506,nm5584882",6.6,12807
tt3705412,Deathgasm,2015,"Action,Comedy,Horror",86.0,nm3950520,"nm3950520,nm4464070",6.3,14001
tt3707104,Mine,2016,"Action,Thriller,War",106.0,"nm1760853,nm1764586","nm1764586,nm1760853",5.9,13169
tt3707106,By the Sea,2015,"Drama,Romance",122.0,nm0001401,nm0001401,5.3,16206
tt3707114,Janis: Little Girl Blue,2015,"Biography,Documentary,Music",103.0,nm1332844,,7.4,4485
tt3708886,War on Everyone,2016,"Action,Comedy",98.0,nm0567620,nm0567620,5.8,15302
tt3709344,CityLights,2014,"Drama,Thriller",126.0,nm0576554,"nm1193346,nm1937760",7.3,4025
tt3713030,I Am Michael,2015,"Biography,Drama,Romance",98.0,nm0446539,"nm0446539,nm1578047,nm6991297",5.7,4221
tt3713166,Unfriended,2014,"Horror,Mystery,Thriller",83.0,nm0300174,nm4532532,5.6,62043
tt3714720,The Hollars,2016,"Comedy,Drama,Romance",88.0,nm1024677,nm1475479,6.6,10107
tt3715320,Irrational Man,2015,"Comedy,Drama",95.0,nm0000095,nm0000095,6.6,50303
tt3715406,Atari: Game Over,2014,Documentary,66.0,nm0672015,,6.7,5308
tt3716530,Elle,2016,"Crime,Drama,Thriller",130.0,nm0000682,"nm0229172,nm0083547,nm0543283",7.1,54616
tt3717252,Underworld: Blood Wars,2016,"Action,Adventure,Fantasy",91.0,nm0283816,"nm2309430,nm2040359,nm0340485,nm0936482,nm0564286",5.8,62942
tt3717490,Power Rangers,2017,"Action,Adventure,Sci-Fi",124.0,nm2410311,"nm0309691,nm1948885,nm2332952,nm1802251,nm0612487,nm0536805,nm2120520,nm0411127,nm0506619",6.0,92013
tt3717532,The Last: Naruto the Movie,2014,"Action,Adventure,Animation",112.0,nm0462076,"nm1618263,nm7764978,nm0006716",7.7,9354
tt3719896,My All-American,2015,"Biography,Drama,Sport",118.0,nm0686233,"nm0686233,nm1291887",7.2,5058
tt3721936,American Honey,2016,"Adventure,Drama,Romance",163.0,nm0036349,nm0036349,7.0,31663
tt3721954,Maudie,2016,"Biography,Drama,Romance",115.0,nm0909532,nm0925456,7.6,11427
tt3721964,Gringo,2018,"Action,Comedy,Crime",111.0,nm0003482,"nm3294574,nm0832043",6.1,21279
tt3722062,Bokeh,2017,"Drama,Sci-Fi",92.0,"nm0995595,nm4382541","nm4382541,nm0995595",5.0,6027
tt3722070,The Lady in the Van,2015,"Biography,Comedy,Drama",104.0,nm0405336,nm0003141,6.7,23105
tt3722234,Gosnell: The Trial of America's Biggest Serial Killer,2018,"Crime,Drama",93.0,nm0780678,"nm0458461,nm2697933,nm2697567",6.8,3549
tt3722614,Revolt,2017,"Action,Sci-Fi,War",87.0,nm0583931,"nm1424282,nm0583931",5.2,6748
tt3726704,Experimenter,2015,"Biography,Drama,History",98.0,nm0021899,nm0021899,6.6,16099
tt3727202,Life on the Line,2015,"Action,Drama",97.0,nm0352524,"nm6491308,nm6491307,nm1335280,nm0395662",5.2,3807
tt3729920,The Disappearance of Eleanor Rigby: Them,2014,"Drama,Romance",123.0,nm0072600,nm0072600,6.3,10816
tt3731562,Kong: Skull Island,2017,"Action,Adventure,Fantasy",118.0,nm3611349,"nm0319659,nm1440919,nm2081046,nm0309691,nm0178260,nm0908624",6.6,237720
tt3733774,The Trust,2016,"Crime,Drama,Thriller",92.0,"nm5082761,nm3588247","nm3588247,nm3515259",5.4,16019
tt3733778,Pay the Ghost,2015,"Drama,Horror,Mystery",94.0,nm0248942,"nm2423304,nm0443024",5.2,14112
tt3735246,Bajirao Mastani,2015,"Action,Drama,History",158.0,nm0080220,"nm7816195,nm0080220,nm1165501",7.2,28438
tt3740778,Mountains May Depart,2015,"Drama,Romance",126.0,nm0422605,nm0422605,6.8,4309
tt3741632,The Leisure Seeker,2017,"Adventure,Comedy,Drama",112.0,nm0899501,"nm2980285,nm1802437,nm0002180,nm1154102,nm0899501",6.7,5337
tt3741834,Lion,2016,"Biography,Drama",118.0,nm0204628,"nm6506884,nm1729294",8.1,181601
tt3742284,NH10,2015,"Action,Crime,Drama",115.0,nm2480204,nm2907705,7.2,11199
tt3742378,The Second Mother,2015,"Comedy,Drama",112.0,nm1155957,nm1155957,7.8,10833
tt3744264,Pali Road,2015,"Drama,Fantasy,Mystery",92.0,nm2587908,"nm4283982,nm0002982",7.4,4685
tt3745620,Gods,2014,"Biography,Drama",120.0,nm2098745,nm2771987,7.7,4476
tt3748172,Gerald's Game,2017,"Drama,Horror,Thriller",103.0,nm1093039,"nm1093039,nm3670452,nm0000175",6.6,65722
tt3748440,Blue Mountain State: The Rise of Thadland,2016,"Comedy,Sport",90.0,nm0002973,"nm2342762,nm2361892,nm2024927",5.8,13752
tt3748512,Hitchcock/Truffaut,2015,Documentary,79.0,nm2719270,"nm2719270,nm0869470",7.4,4977
tt3748528,Rogue One: A Star Wars Story,2016,"Action,Adventure,Sci-Fi",133.0,nm2284484,"nm0919363,nm0006904,nm0461306,nm1729428,nm0000184",7.8,478592
tt3750872,The Wife,2017,Drama,99.0,nm0750275,"nm0026862,nm0938487",7.2,24955
tt3754940,Truman,2015,"Comedy,Drama",108.0,nm0310747,"nm0032720,nm0310747",7.3,10160
tt3756788,Our Little Sister,2015,"Drama,Family",127.0,nm0466153,"nm0015332,nm0466153",7.5,9728
tt3758172,Jungle,2017,"Action,Adventure,Biography",115.0,nm0572562,"nm2991093,nm0542493",6.7,35396
tt3759298,Ashes in the Snow,2018,"Drama,History,Romance",98.0,nm2101256,"nm1726378,nm6525905",6.7,3879
tt3759416,Astérix: Le domaine des dieux,2014,"Adventure,Animation,Comedy",85.0,"nm3088151,nm1594248","nm0331453,nm0879853,nm1594248,nm3088151,nm1458578,nm0493857",6.9,9777
tt3760922,My Big Fat Greek Wedding 2,2016,"Comedy,Romance",94.0,nm0428600,nm0889522,6.0,25933
tt3762912,Betting on Zero,2016,Documentary,99.0,nm0105862,nm0105862,7.2,3746
tt3765326,Warsaw '44,2014,"Drama,History,Romance",130.0,nm1717924,nm1717924,6.7,4176
tt3766354,The Equalizer 2,2018,"Action,Crime,Thriller",121.0,nm0298807,"nm0921013,nm0805994,nm2030456",6.7,97963
tt3766394,"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",90.0,nm0795290,"nm2884474,nm0795290",6.6,17444
tt3767372,Piku,2015,"Comedy,Drama",123.0,nm1999473,nm4962323,7.6,24878
tt3771536,Shivaay,2016,"Action,Adventure,Drama",153.0,nm0222426,nm8513418,6.3,9024
tt3774114,Snowden,2016,"Biography,Drama,Thriller",134.0,nm0000231,"nm1634307,nm0000231,nm4816469,nm3427812",7.3,119149
tt3774466,Ashby,2015,"Comedy,Crime,Drama",100.0,nm1110111,nm1110111,6.4,13572
tt3774694,Love,2015,"Drama,Romance",135.0,nm0637615,nm0637615,6.1,36920
tt3774790,400 Days,2015,"Mystery,Sci-Fi,Thriller",91.0,nm2470867,nm2470867,4.4,9447
tt3774802,Pandemic,2016,"Action,Horror,Sci-Fi",91.0,nm2986811,nm3986004,4.4,6948
tt3774866,Autumn Lights,2016,"Drama,Mystery",98.0,nm4397835,nm4397835,7.3,3566
tt3775086,They Call Me Jeeg,2015,"Action,Drama,Sci-Fi",112.0,nm0537734,"nm1834298,nm1371376",7.1,11340
tt3775202,I Am a Hero,2015,"Action,Horror",126.0,nm0766263,"nm3190281,nm4189691",6.8,4381
tt3776826,Operation Avalanche,2016,"Drama,Mystery,Thriller",94.0,nm4798740,"nm5215273,nm4798740",6.0,5911
tt3778644,Solo: A Star Wars Story,2018,"Action,Adventure,Fantasy",135.0,nm0000165,"nm0440459,nm0001410,nm0000184",7.0,226243
tt3780500,Journey's End,2017,"Drama,War",107.0,nm1314116,"nm0713911,nm0792670,nm9364546",6.7,5526
tt3781476,Monster Hunt,2015,"Action,Adventure,Comedy",117.0,nm0401203,nm0950701,6.1,4158
tt3781762,1915,2015,Drama,82.0,"nm4292282,nm6548809","nm6548809,nm4292282",4.8,4435
tt3783958,La La Land,2016,"Comedy,Drama,Music",128.0,nm3227090,nm3227090,8.0,436070
tt3784160,Valley Uprising,2014,Documentary,103.0,"nm2050348,nm1355731,nm2833230","nm2050348,nm2833230",8.2,4262
tt3787590,We Are Your Friends,2015,"Drama,Music,Romance",96.0,nm3273000,"nm3273000,nm0649198,nm1230426",6.2,32327
tt3792960,The Brand New Testament,2015,"Comedy,Fantasy",114.0,nm0233757,"nm1729322,nm0233757",7.1,25816
tt3793788,The Escort,2016,"Comedy,Drama,Romance",88.0,nm2034711,"nm3603758,nm6558641",6.0,10227
tt3794028,From the Land of the Moon,2016,"Drama,Romance",120.0,nm0305368,"nm6558997,nm0141843,nm0276466,nm0305368",6.7,4523
tt3797868,The Choice,2016,"Drama,Romance",111.0,nm0441839,"nm1032743,nm0817023",6.6,30117
tt3799232,The Kissing Booth,2018,"Comedy,Romance",105.0,nm1479803,"nm1479803,nm6564541",6.2,44279
